,Drug-Gene Pair Cluster,Dependency Path Cluster
1347,26.0,41.0
1348,17.0,28.0
1349,1.0,0.0
1350,26.0,106.0
1351,23.0,100.0
1352,18.0,0.0
1353,8.0,64.0
1354,12.0,35.0
1355,23.0,79.0
1356,9.0,27.0
1357,14.0,77.0
1358,13.0,0.0
1359,18.0,24.0
1360,23.0,71.0
1361,19.0,10.0
1362,27.0,35.0
1363,22.0,10.0
1364,14.0,0.0
1365,2.0,0.0
1366,27.0,117.0
1367,2.0,45.0
1368,26.0,74.0
1369,22.0,0.0
1370,14.0,0.0
1371,26.0,122.0
1372,1.0,0.0
1373,15.0,104.0
1374,14.0,99.0
1375,8.0,0.0
1376,18.0,97.0
1377,23.0,0.0
1378,2.0,0.0
1379,15.0,5.0
1380,11.0,14.0
1381,14.0,0.0
1382,14.0,0.0
1383,2.0,57.0
1384,23.0,57.0
1385,0.0,57.0
1386,29.0,56.0
1387,14.0,0.0
1388,25.0,0.0
1389,2.0,0.0
1390,0.0,0.0
1391,2.0,0.0
1392,1.0,20.0
1393,29.0,0.0
1394,13.0,93.0
1395,0.0,24.0
1396,3.0,0.0
1397,0.0,0.0
1398,2.0,12.0
1399,25.0,0.0
1400,26.0,46.0
1401,18.0,0.0
1402,18.0,0.0
1403,2.0,0.0
1404,26.0,0.0
1405,23.0,0.0
1406,14.0,34.0
1407,23.0,0.0
1408,18.0,0.0
1409,15.0,0.0
1410,18.0,0.0
1411,26.0,0.0
1412,23.0,0.0
1413,23.0,45.0
1414,12.0,0.0
1415,3.0,79.0
1416,2.0,0.0
1417,22.0,6.0
1418,22.0,0.0
1419,7.0,81.0
1420,18.0,102.0
1421,24.0,77.0
1422,15.0,0.0
1423,14.0,0.0
1424,0.0,0.0
1425,14.0,0.0
1426,20.0,0.0
1427,0.0,0.0
1428,2.0,0.0
1429,10.0,0.0
1430,9.0,112.0
1431,9.0,42.0
1432,0.0,0.0
1433,6.0,0.0
1434,2.0,104.0
1435,14.0,0.0
1436,0.0,0.0
1437,8.0,38.0
1438,18.0,23.0
1439,18.0,86.0
1440,14.0,0.0
1441,20.0,0.0
1442,26.0,23.0
1443,2.0,0.0
1444,0.0,53.0
1445,22.0,89.0
1446,3.0,0.0
1447,19.0,49.0
1448,14.0,94.0
1449,14.0,0.0
1450,7.0,99.0
1451,23.0,0.0
1452,2.0,0.0
1453,0.0,0.0
1454,18.0,0.0
1455,14.0,84.0
1456,19.0,0.0
1457,21.0,0.0
1458,15.0,53.0
1459,0.0,65.0
1460,14.0,81.0
1461,9.0,0.0
1462,2.0,81.0
1463,1.0,34.0
1464,10.0,34.0
1465,14.0,53.0
1466,26.0,42.0
1467,18.0,102.0
1468,18.0,81.0
1469,16.0,53.0
1470,18.0,81.0
1471,3.0,33.0
1472,18.0,53.0
1473,15.0,23.0
1474,6.0,27.0
1475,14.0,49.0
1476,14.0,34.0
1477,18.0,34.0
1478,26.0,53.0
1479,2.0,41.0
1480,8.0,43.0
1481,23.0,0.0
1482,18.0,41.0
1483,7.0,0.0
1484,2.0,0.0
1485,1.0,36.0
1486,22.0,0.0
1487,2.0,31.0
1488,18.0,11.0
1489,4.0,44.0
1490,2.0,0.0
1491,0.0,0.0
1492,18.0,25.0
1493,14.0,0.0
1494,28.0,0.0
1495,23.0,0.0
1496,22.0,0.0
1497,0.0,46.0
1498,21.0,0.0
1499,23.0,60.0
1500,14.0,0.0
1501,25.0,81.0
1502,2.0,0.0
1503,14.0,0.0
1504,4.0,0.0
1505,18.0,94.0
1506,23.0,28.0
1507,2.0,0.0
1508,25.0,0.0
1509,15.0,0.0
1510,18.0,0.0
1511,14.0,0.0
1512,0.0,0.0
1513,23.0,0.0
1514,23.0,107.0
1515,29.0,64.0
1516,23.0,0.0
1517,18.0,0.0
1518,0.0,0.0
1519,14.0,43.0
1520,23.0,0.0
1521,23.0,0.0
1522,14.0,84.0
1523,22.0,64.0
1524,22.0,63.0
1525,23.0,0.0
1526,18.0,0.0
1527,2.0,0.0
1528,14.0,0.0
1529,19.0,0.0
1530,3.0,0.0
1531,2.0,0.0
1532,23.0,0.0
1533,20.0,0.0
1534,4.0,4.0
1535,14.0,95.0
1536,18.0,4.0
1537,21.0,8.0
1538,0.0,0.0
1539,23.0,0.0
1540,2.0,0.0
1541,23.0,0.0
1542,23.0,0.0
1543,27.0,0.0
1544,18.0,0.0
1545,23.0,0.0
1546,22.0,0.0
1547,26.0,0.0
1548,12.0,0.0
1549,0.0,0.0
1550,23.0,0.0
1551,13.0,0.0
1552,23.0,0.0
1553,19.0,0.0
1554,18.0,117.0
1555,14.0,0.0
1556,0.0,0.0
1557,0.0,0.0
1558,13.0,0.0
1559,8.0,0.0
1560,14.0,0.0
1561,20.0,0.0
1562,25.0,0.0
1563,2.0,0.0
1564,14.0,0.0
1565,2.0,0.0
1566,24.0,122.0
1567,10.0,0.0
1568,25.0,0.0
1569,26.0,0.0
1570,23.0,99.0
1571,14.0,0.0
1572,18.0,0.0
1573,2.0,0.0
1574,2.0,77.0
1575,10.0,9.0
1576,26.0,120.0
1577,26.0,119.0
1578,2.0,0.0
1579,8.0,0.0
1580,23.0,0.0
1581,22.0,0.0
1582,18.0,77.0
1583,23.0,0.0
1584,2.0,0.0
1585,18.0,83.0
1586,18.0,0.0
1587,14.0,0.0
1588,18.0,0.0
1589,15.0,20.0
1590,9.0,20.0
1591,18.0,121.0
1592,6.0,97.0
1593,13.0,0.0
1594,18.0,0.0
1595,12.0,0.0
1596,18.0,0.0
1597,23.0,0.0
1598,23.0,115.0
1599,0.0,0.0
1600,2.0,0.0
1601,13.0,12.0
1602,14.0,0.0
1603,28.0,99.0
1604,6.0,0.0
1605,3.0,0.0
1606,19.0,0.0
1607,14.0,99.0
1608,2.0,63.0
1609,26.0,1.0
1610,28.0,0.0
1611,12.0,0.0
1612,23.0,8.0
1613,2.0,40.0
1614,23.0,0.0
1615,18.0,0.0
1616,2.0,0.0
1617,18.0,89.0
1618,10.0,87.0
1619,17.0,0.0
1620,27.0,0.0
1621,27.0,0.0
1622,23.0,0.0
1623,23.0,0.0
1624,27.0,54.0
1625,2.0,117.0
1626,13.0,28.0
1627,19.0,0.0
1628,23.0,24.0
1629,2.0,11.0
1630,13.0,4.0
1631,2.0,0.0
1632,0.0,0.0
1633,0.0,0.0
1634,0.0,59.0
1635,2.0,37.0
1636,18.0,99.0
1637,22.0,115.0
1638,11.0,0.0
1639,24.0,0.0
1640,15.0,0.0
1641,22.0,8.0
1642,19.0,0.0
1643,26.0,0.0
1644,4.0,0.0
1645,14.0,0.0
1646,14.0,0.0
1647,18.0,34.0
1648,3.0,81.0
1649,9.0,81.0
1650,6.0,0.0
1651,18.0,70.0
1652,22.0,0.0
1653,14.0,0.0
1654,4.0,0.0
1655,20.0,77.0
1656,2.0,0.0
1657,7.0,35.0
1658,26.0,0.0
1659,2.0,97.0
1660,18.0,0.0
1661,14.0,32.0
1662,18.0,0.0
1663,26.0,0.0
1664,7.0,0.0
1665,8.0,67.0
1666,23.0,0.0
1667,28.0,3.0
1668,29.0,121.0
1669,14.0,0.0
1670,15.0,64.0
1671,2.0,10.0
1672,18.0,10.0
1673,14.0,105.0
1674,18.0,0.0
1675,18.0,0.0
1676,23.0,0.0
1677,1.0,0.0
1678,13.0,0.0
1679,23.0,0.0
1680,18.0,0.0
1681,23.0,66.0
1682,18.0,0.0
1683,2.0,0.0
1684,26.0,0.0
1685,22.0,0.0
1686,4.0,0.0
1687,29.0,34.0
1688,14.0,61.0
1689,22.0,0.0
1690,2.0,0.0
1691,24.0,100.0
1692,18.0,0.0
1693,23.0,0.0
1694,18.0,0.0
1695,23.0,0.0
1696,23.0,0.0
1697,23.0,0.0
1698,2.0,0.0
1699,3.0,118.0
1700,23.0,46.0
1701,18.0,0.0
1702,2.0,0.0
1703,22.0,0.0
1704,23.0,0.0
1705,14.0,95.0
1706,2.0,119.0
1707,23.0,0.0
1708,18.0,31.0
1709,0.0,102.0
1710,23.0,0.0
1711,10.0,0.0
1712,18.0,0.0
1713,18.0,0.0
1714,24.0,0.0
1715,19.0,37.0
1716,2.0,77.0
1717,2.0,26.0
1718,2.0,103.0
1719,28.0,0.0
1720,18.0,0.0
1721,2.0,23.0
1722,23.0,23.0
1723,26.0,120.0
1724,6.0,0.0
1725,17.0,0.0
1726,0.0,0.0
1727,7.0,0.0
1728,22.0,0.0
1729,15.0,0.0
1730,25.0,0.0
1731,26.0,122.0
1732,28.0,0.0
1733,23.0,0.0
1734,27.0,0.0
1735,15.0,0.0
1736,2.0,120.0
1737,3.0,0.0
1738,14.0,0.0
1739,20.0,0.0
1740,23.0,0.0
1741,0.0,0.0
1742,3.0,53.0
1743,14.0,111.0
1744,14.0,88.0
1745,11.0,49.0
1746,2.0,43.0
1747,8.0,13.0
1748,23.0,4.0
1749,4.0,4.0
1750,0.0,4.0
1751,0.0,4.0
1752,19.0,28.0
1753,2.0,8.0
1754,22.0,0.0
1755,19.0,24.0
1756,22.0,4.0
1757,4.0,54.0
1758,2.0,0.0
1759,16.0,83.0
1760,23.0,0.0
1761,22.0,0.0
1762,29.0,0.0
1763,18.0,0.0
1764,9.0,0.0
1765,23.0,0.0
1766,7.0,0.0
1767,0.0,0.0
1768,2.0,0.0
1769,2.0,0.0
1770,1.0,0.0
1771,0.0,0.0
1772,23.0,0.0
1773,3.0,38.0
1774,22.0,13.0
1775,0.0,0.0
1776,28.0,98.0
1777,14.0,10.0
1778,28.0,0.0
1779,2.0,0.0
1780,2.0,22.0
1781,1.0,0.0
1782,16.0,0.0
1783,14.0,0.0
1784,4.0,0.0
1785,0.0,0.0
1786,2.0,0.0
1787,9.0,0.0
1788,23.0,0.0
1789,23.0,0.0
1790,23.0,61.0
1791,23.0,0.0
1792,7.0,0.0
1793,23.0,0.0
1794,26.0,0.0
1795,4.0,101.0
1796,25.0,0.0
1797,13.0,57.0
1798,26.0,0.0
1799,0.0,0.0
1800,6.0,90.0
1801,18.0,37.0
1802,4.0,90.0
1803,2.0,37.0
1804,18.0,90.0
1805,9.0,37.0
1806,15.0,90.0
1807,14.0,0.0
1808,20.0,117.0
1809,23.0,67.0
1810,19.0,0.0
1811,5.0,0.0
1812,26.0,0.0
1813,2.0,0.0
1814,7.0,0.0
1815,7.0,0.0
1816,8.0,0.0
1817,28.0,0.0
1818,19.0,44.0
1819,27.0,45.0
1820,2.0,0.0
1821,11.0,0.0
1822,14.0,0.0
1823,27.0,0.0
1824,0.0,0.0
1825,27.0,0.0
1826,2.0,20.0
1827,2.0,0.0
1828,26.0,60.0
1829,28.0,104.0
1830,13.0,5.0
1831,18.0,0.0
1832,19.0,0.0
1833,18.0,0.0
1834,5.0,24.0
1835,23.0,0.0
1836,14.0,0.0
1837,24.0,0.0
1838,5.0,0.0
1839,0.0,0.0
1840,26.0,0.0
1841,3.0,10.0
1842,24.0,0.0
1843,14.0,0.0
1844,2.0,0.0
1845,14.0,0.0
1846,7.0,0.0
1847,25.0,0.0
1848,0.0,0.0
1849,5.0,83.0
1850,17.0,46.0
1851,23.0,0.0
1852,12.0,0.0
1853,0.0,122.0
1854,21.0,122.0
1855,23.0,122.0
1856,22.0,64.0
1857,26.0,0.0
1858,26.0,0.0
1859,14.0,0.0
1860,6.0,0.0
1861,3.0,0.0
1862,2.0,3.0
1863,18.0,0.0
1864,2.0,24.0
1865,18.0,97.0
1866,18.0,0.0
1867,8.0,0.0
1868,7.0,0.0
1869,10.0,0.0
1870,18.0,0.0
1871,25.0,0.0
1872,18.0,0.0
1873,25.0,0.0
1874,5.0,0.0
1875,26.0,0.0
1876,27.0,0.0
1877,2.0,0.0
1878,14.0,0.0
1879,21.0,0.0
1880,15.0,38.0
1881,14.0,0.0
1882,23.0,7.0
1883,19.0,0.0
1884,2.0,0.0
1885,1.0,0.0
1886,18.0,0.0
1887,23.0,77.0
1888,29.0,0.0
1889,26.0,0.0
1890,13.0,0.0
1891,23.0,0.0
1892,2.0,0.0
1893,18.0,61.0
1894,19.0,0.0
1895,2.0,0.0
1896,1.0,0.0
1897,14.0,0.0
1898,3.0,0.0
1899,18.0,89.0
1900,22.0,0.0
1901,24.0,0.0
1902,29.0,0.0
1903,8.0,111.0
1904,14.0,78.0
1905,29.0,78.0
1906,15.0,0.0
1907,24.0,0.0
1908,7.0,0.0
1909,5.0,0.0
1910,7.0,106.0
1911,0.0,58.0
1912,0.0,0.0
1913,10.0,13.0
1914,1.0,102.0
1915,8.0,0.0
1916,2.0,0.0
1917,14.0,61.0
1918,0.0,0.0
1919,10.0,0.0
1920,18.0,120.0
1921,15.0,119.0
1922,2.0,57.0
1923,23.0,0.0
1924,23.0,85.0
1925,4.0,0.0
1926,14.0,0.0
1927,6.0,0.0
1928,8.0,0.0
1929,15.0,0.0
1930,8.0,0.0
1931,23.0,0.0
1932,29.0,117.0
1933,23.0,0.0
1934,7.0,0.0
1935,19.0,24.0
1936,7.0,0.0
1937,3.0,0.0
1938,26.0,17.0
1939,20.0,0.0
1940,18.0,0.0
1941,14.0,0.0
1942,29.0,0.0
1943,23.0,0.0
1944,26.0,0.0
1945,18.0,0.0
1946,9.0,111.0
1947,11.0,106.0
1948,23.0,0.0
1949,14.0,80.0
1950,16.0,0.0
1951,18.0,0.0
1952,26.0,0.0
1953,2.0,0.0
1954,2.0,98.0
1955,3.0,0.0
1956,1.0,0.0
1957,2.0,0.0
1958,18.0,0.0
1959,0.0,0.0
1960,1.0,75.0
1961,23.0,4.0
1962,2.0,8.0
1963,23.0,8.0
1964,0.0,8.0
1965,29.0,111.0
1966,2.0,75.0
1967,19.0,106.0
1968,5.0,43.0
1969,4.0,111.0
1970,23.0,4.0
1971,2.0,111.0
1972,14.0,4.0
1973,28.0,8.0
1974,28.0,106.0
1975,2.0,8.0
1976,23.0,4.0
1977,22.0,111.0
1978,22.0,0.0
1979,2.0,24.0
1980,22.0,0.0
1981,29.0,0.0
1982,2.0,0.0
1983,14.0,0.0
1984,18.0,0.0
1985,18.0,0.0
1986,18.0,0.0
1987,23.0,0.0
1988,23.0,0.0
1989,17.0,0.0
1990,18.0,0.0
1991,23.0,21.0
1992,14.0,48.0
1993,18.0,0.0
1994,7.0,0.0
1995,28.0,0.0
1996,2.0,0.0
1997,14.0,0.0
1998,3.0,0.0
1999,18.0,0.0
2000,18.0,0.0
2001,23.0,0.0
2002,2.0,0.0
2003,2.0,0.0
2004,15.0,0.0
2005,23.0,0.0
2006,2.0,0.0
2007,23.0,0.0
2008,18.0,0.0
2009,8.0,0.0
2010,3.0,0.0
2011,1.0,0.0
2012,14.0,0.0
2013,17.0,0.0
2014,0.0,49.0
2015,12.0,0.0
2016,27.0,0.0
2017,29.0,0.0
2018,28.0,0.0
2019,23.0,0.0
2020,23.0,0.0
2021,18.0,0.0
2022,26.0,37.0
2023,9.0,0.0
2024,20.0,0.0
2025,26.0,0.0
2026,2.0,0.0
2027,16.0,0.0
2028,2.0,0.0
2029,16.0,0.0
2030,19.0,0.0
2031,2.0,117.0
2032,14.0,0.0
2033,11.0,0.0
2034,0.0,0.0
2035,3.0,80.0
2036,14.0,24.0
2037,18.0,0.0
2038,28.0,0.0
2039,0.0,50.0
2040,14.0,0.0
2041,14.0,85.0
2042,18.0,56.0
2043,22.0,0.0
2044,7.0,67.0
2045,18.0,77.0
2046,20.0,0.0
2047,24.0,0.0
2048,18.0,0.0
2049,23.0,122.0
2050,26.0,3.0
2051,23.0,0.0
2052,18.0,0.0
2053,18.0,0.0
2054,0.0,0.0
2055,23.0,0.0
2056,23.0,124.0
2057,8.0,99.0
2058,2.0,0.0
2059,23.0,0.0
2060,27.0,104.0
2061,18.0,0.0
2062,8.0,99.0
2063,25.0,0.0
2064,1.0,0.0
2065,26.0,0.0
2066,14.0,63.0
2067,18.0,0.0
2068,2.0,13.0
2069,28.0,0.0
2070,3.0,49.0
2071,18.0,94.0
2072,2.0,0.0
2073,18.0,40.0
2074,4.0,100.0
2075,14.0,100.0
2076,2.0,116.0
2077,14.0,110.0
2078,19.0,79.0
2079,14.0,43.0
2080,4.0,20.0
2081,12.0,71.0
2082,2.0,10.0
2083,8.0,20.0
2084,3.0,10.0
2085,14.0,62.0
2086,18.0,105.0
2087,0.0,109.0
2088,0.0,5.0
2089,18.0,116.0
2090,28.0,58.0
2091,2.0,105.0
2092,15.0,20.0
2093,23.0,91.0
2094,29.0,10.0
2095,23.0,36.0
2096,0.0,78.0
2097,12.0,20.0
2098,23.0,76.0
2099,0.0,10.0
2100,14.0,0.0
2101,10.0,0.0
2102,23.0,0.0
2103,24.0,0.0
2104,29.0,0.0
2105,1.0,99.0
2106,4.0,0.0
2107,16.0,0.0
2108,22.0,0.0
2109,22.0,37.0
2110,27.0,0.0
2111,1.0,23.0
2112,19.0,85.0
2113,23.0,67.0
2114,2.0,0.0
2115,0.0,0.0
2116,14.0,0.0
2117,8.0,0.0
2118,23.0,0.0
2119,18.0,0.0
2120,26.0,49.0
2121,3.0,0.0
2122,2.0,0.0
2123,15.0,97.0
2124,18.0,24.0
2125,27.0,0.0
2126,15.0,56.0
2127,2.0,36.0
2128,14.0,29.0
2129,14.0,71.0
2130,23.0,105.0
2131,1.0,76.0
2132,28.0,113.0
2133,23.0,65.0
2134,10.0,22.0
2135,24.0,0.0
2136,1.0,0.0
2137,2.0,0.0
2138,14.0,0.0
2139,18.0,0.0
2140,6.0,0.0
2141,2.0,0.0
2142,29.0,114.0
2143,0.0,70.0
2144,22.0,58.0
2145,2.0,105.0
2146,23.0,0.0
2147,20.0,0.0
2148,14.0,64.0
2149,23.0,0.0
2150,5.0,0.0
2151,24.0,99.0
2152,2.0,0.0
2153,2.0,39.0
2154,1.0,85.0
2155,3.0,77.0
2156,28.0,77.0
2157,2.0,39.0
2158,2.0,119.0
2159,6.0,117.0
2160,27.0,83.0
2161,14.0,61.0
2162,14.0,119.0
2163,14.0,77.0
2164,26.0,109.0
2165,3.0,77.0
2166,8.0,67.0
2167,2.0,104.0
2168,2.0,80.0
2169,23.0,27.0
2170,8.0,77.0
2171,26.0,77.0
2172,14.0,77.0
2173,2.0,119.0
2174,26.0,99.0
2175,18.0,4.0
2176,1.0,0.0
2177,14.0,0.0
2178,18.0,45.0
2179,2.0,0.0
2180,24.0,0.0
2181,10.0,0.0
2182,28.0,0.0
2183,19.0,20.0
2184,3.0,0.0
2185,7.0,15.0
2186,14.0,0.0
2187,27.0,0.0
2188,23.0,122.0
2189,14.0,122.0
2190,23.0,5.0
2191,17.0,63.0
2192,23.0,0.0
2193,18.0,0.0
2194,19.0,0.0
2195,17.0,0.0
2196,2.0,37.0
2197,14.0,0.0
2198,7.0,0.0
2199,10.0,0.0
2200,12.0,0.0
2201,23.0,0.0
2202,23.0,122.0
2203,8.0,0.0
2204,2.0,0.0
2205,8.0,77.0
2206,6.0,0.0
2207,14.0,0.0
2208,18.0,0.0
2209,18.0,0.0
2210,14.0,23.0
2211,24.0,25.0
2212,23.0,0.0
2213,27.0,0.0
2214,14.0,98.0
2215,15.0,0.0
2216,2.0,65.0
2217,18.0,82.0
2218,2.0,98.0
2219,3.0,0.0
2220,22.0,0.0
2221,15.0,0.0
2222,2.0,0.0
2223,2.0,0.0
2224,2.0,33.0
2225,28.0,0.0
2226,28.0,0.0
2227,14.0,0.0
2228,2.0,0.0
2229,2.0,0.0
2230,14.0,0.0
2231,18.0,0.0
2232,16.0,0.0
2233,18.0,0.0
2234,2.0,0.0
2235,23.0,54.0
2236,14.0,77.0
2237,9.0,0.0
2238,23.0,0.0
2239,27.0,0.0
2240,14.0,0.0
2241,6.0,0.0
2242,22.0,0.0
2243,14.0,0.0
2244,2.0,0.0
2245,26.0,24.0
2246,11.0,11.0
2247,6.0,0.0
2248,25.0,0.0
2249,18.0,0.0
2250,18.0,0.0
2251,7.0,0.0
2252,3.0,0.0
2253,20.0,14.0
2254,22.0,0.0
2255,14.0,0.0
2256,2.0,2.0
2257,14.0,0.0
2258,10.0,0.0
2259,4.0,76.0
2260,2.0,0.0
2261,23.0,0.0
2262,1.0,0.0
2263,0.0,18.0
2264,2.0,0.0
2265,13.0,0.0
2266,28.0,0.0
2267,23.0,74.0
2268,26.0,23.0
2269,2.0,29.0
2270,22.0,35.0
2271,13.0,20.0
2272,0.0,7.0
2273,23.0,0.0
2274,14.0,0.0
2275,15.0,119.0
2276,22.0,119.0
2277,5.0,0.0
2278,2.0,0.0
2279,8.0,20.0
2280,15.0,20.0
2281,18.0,0.0
2282,15.0,0.0
2283,0.0,0.0
2284,22.0,0.0
2285,7.0,17.0
2286,0.0,0.0
2287,8.0,0.0
2288,8.0,85.0
2289,14.0,0.0
2290,6.0,0.0
2291,2.0,0.0
2292,16.0,0.0
2293,26.0,0.0
2294,23.0,0.0
2295,25.0,28.0
2296,0.0,122.0
2297,18.0,49.0
2298,20.0,0.0
2299,2.0,0.0
2300,23.0,21.0
2301,14.0,22.0
2302,15.0,0.0
2303,26.0,0.0
2304,14.0,0.0
2305,2.0,68.0
2306,23.0,0.0
2307,14.0,0.0
2308,1.0,38.0
2309,27.0,0.0
2310,8.0,48.0
2311,2.0,46.0
2312,23.0,0.0
2313,23.0,4.0
2314,22.0,0.0
2315,18.0,0.0
2316,18.0,93.0
2317,22.0,0.0
2318,23.0,101.0
2319,2.0,0.0
2320,0.0,0.0
2321,1.0,0.0
2322,22.0,0.0
2323,2.0,18.0
2324,21.0,0.0
2325,8.0,0.0
2326,21.0,80.0
2327,22.0,0.0
2328,7.0,0.0
2329,22.0,0.0
2330,23.0,117.0
2331,22.0,0.0
2332,28.0,81.0
2333,23.0,107.0
2334,2.0,53.0
2335,18.0,53.0
2336,14.0,81.0
2337,2.0,53.0
2338,14.0,5.0
2339,18.0,43.0
2340,4.0,81.0
2341,23.0,0.0
2342,23.0,0.0
2343,14.0,41.0
2344,6.0,0.0
2345,18.0,29.0
2346,0.0,64.0
2347,18.0,43.0
2348,18.0,0.0
2349,18.0,33.0
2350,27.0,109.0
2351,5.0,0.0
2352,3.0,0.0
2353,7.0,74.0
2354,2.0,0.0
2355,18.0,0.0
2356,14.0,95.0
2357,23.0,0.0
2358,20.0,0.0
2359,18.0,0.0
2360,17.0,0.0
2361,11.0,0.0
2362,26.0,0.0
2363,9.0,0.0
2364,18.0,85.0
2365,12.0,0.0
2366,6.0,0.0
2367,25.0,0.0
2368,18.0,57.0
2369,22.0,0.0
2370,18.0,0.0
2371,18.0,0.0
2372,10.0,32.0
2373,2.0,0.0
2374,26.0,0.0
2375,18.0,0.0
2376,0.0,0.0
2377,18.0,0.0
2378,23.0,23.0
2379,16.0,60.0
2380,0.0,0.0
2381,21.0,0.0
2382,14.0,0.0
2383,19.0,0.0
2384,4.0,0.0
2385,0.0,0.0
2386,23.0,0.0
2387,0.0,31.0
2388,14.0,0.0
2389,22.0,24.0
2390,2.0,17.0
2391,18.0,0.0
2392,24.0,0.0
2393,6.0,0.0
2394,0.0,0.0
2395,23.0,0.0
2396,5.0,0.0
2397,8.0,0.0
2398,20.0,89.0
2399,20.0,0.0
2400,24.0,4.0
2401,22.0,0.0
2402,5.0,0.0
2403,22.0,0.0
2404,9.0,0.0
2405,9.0,0.0
2406,18.0,0.0
2407,2.0,0.0
2408,13.0,20.0
2409,5.0,0.0
2410,0.0,0.0
2411,18.0,0.0
2412,2.0,0.0
2413,23.0,0.0
2414,14.0,0.0
2415,14.0,0.0
2416,25.0,0.0
2417,23.0,0.0
2418,10.0,46.0
2419,25.0,45.0
2420,22.0,54.0
2421,5.0,6.0
2422,23.0,48.0
2423,26.0,80.0
2424,23.0,69.0
2425,0.0,0.0
2426,27.0,0.0
2427,2.0,0.0
2428,26.0,0.0
2429,14.0,0.0
2430,1.0,0.0
2431,13.0,106.0
2432,24.0,49.0
2433,23.0,8.0
2434,9.0,0.0
2435,14.0,0.0
2436,29.0,0.0
2437,18.0,0.0
2438,13.0,3.0
2439,24.0,3.0
2440,2.0,0.0
2441,7.0,77.0
2442,18.0,0.0
2443,22.0,41.0
2444,13.0,42.0
2445,0.0,43.0
2446,0.0,3.0
2447,23.0,122.0
2448,25.0,7.0
2449,3.0,0.0
2450,2.0,0.0
2451,14.0,0.0
2452,23.0,21.0
2453,18.0,28.0
2454,14.0,54.0
2455,10.0,0.0
2456,7.0,0.0
2457,19.0,0.0
2458,14.0,0.0
2459,24.0,49.0
2460,3.0,0.0
2461,2.0,0.0
2462,2.0,1.0
2463,1.0,0.0
2464,17.0,23.0
2465,18.0,0.0
2466,14.0,0.0
2467,18.0,108.0
2468,18.0,0.0
2469,23.0,0.0
2470,22.0,0.0
2471,14.0,0.0
2472,15.0,22.0
2473,0.0,70.0
2474,2.0,13.0
2475,14.0,120.0
2476,15.0,0.0
2477,22.0,0.0
2478,13.0,0.0
2479,23.0,0.0
2480,23.0,0.0
2481,22.0,57.0
2482,23.0,0.0
2483,2.0,60.0
2484,3.0,39.0
2485,6.0,39.0
2486,23.0,51.0
2487,23.0,119.0
2488,7.0,38.0
2489,13.0,0.0
2490,2.0,0.0
2491,23.0,38.0
2492,2.0,0.0
2493,1.0,0.0
2494,25.0,0.0
2495,2.0,14.0
2496,26.0,67.0
2497,23.0,0.0
2498,25.0,0.0
2499,14.0,57.0
2500,18.0,45.0
2501,23.0,0.0
2502,8.0,0.0
2503,0.0,0.0
2504,18.0,0.0
2505,2.0,0.0
2506,27.0,0.0
2507,18.0,0.0
2508,23.0,0.0
2509,18.0,0.0
2510,23.0,0.0
2511,0.0,108.0
2512,0.0,87.0
2513,4.0,0.0
2514,23.0,80.0
2515,23.0,53.0
2516,16.0,111.0
2517,18.0,7.0
2518,27.0,39.0
2519,22.0,0.0
2520,14.0,0.0
2521,14.0,39.0
2522,25.0,0.0
2523,23.0,0.0
2524,23.0,0.0
2525,18.0,4.0
2526,0.0,42.0
2527,27.0,0.0
2528,23.0,0.0
2529,27.0,45.0
2530,26.0,0.0
2531,2.0,0.0
2532,23.0,7.0
2533,18.0,24.0
2534,18.0,0.0
2535,26.0,0.0
2536,2.0,0.0
2537,16.0,0.0
2538,27.0,0.0
2539,2.0,0.0
2540,14.0,0.0
2541,23.0,0.0
2542,23.0,0.0
2543,18.0,119.0
2544,18.0,0.0
2545,23.0,0.0
2546,18.0,117.0
2547,14.0,0.0
2548,18.0,89.0
2549,25.0,0.0
2550,8.0,0.0
2551,14.0,98.0
2552,2.0,4.0
2553,18.0,14.0
2554,18.0,82.0
2555,24.0,0.0
2556,14.0,0.0
2557,23.0,0.0
2558,20.0,23.0
2559,17.0,23.0
2560,18.0,104.0
2561,17.0,37.0
2562,22.0,111.0
2563,3.0,0.0
2564,23.0,0.0
2565,11.0,0.0
2566,23.0,103.0
2567,18.0,0.0
2568,7.0,0.0
2569,3.0,2.0
2570,2.0,43.0
2571,16.0,67.0
2572,18.0,0.0
2573,23.0,45.0
2574,0.0,7.0
2575,27.0,7.0
2576,18.0,118.0
2577,18.0,7.0
2578,14.0,54.0
2579,27.0,7.0
2580,8.0,7.0
2581,23.0,7.0
2582,0.0,98.0
2583,2.0,98.0
2584,26.0,7.0
2585,4.0,15.0
2586,24.0,124.0
2587,29.0,124.0
2588,4.0,7.0
2589,27.0,65.0
2590,13.0,42.0
2591,27.0,79.0
2592,4.0,77.0
2593,14.0,0.0
2594,22.0,0.0
2595,4.0,71.0
2596,2.0,113.0
2597,9.0,20.0
2598,15.0,42.0
2599,1.0,0.0
2600,2.0,0.0
2601,8.0,16.0
2602,4.0,0.0
2603,25.0,0.0
2604,2.0,42.0
2605,18.0,114.0
2606,14.0,0.0
2607,16.0,0.0
2608,14.0,0.0
2609,2.0,77.0
2610,26.0,0.0
2611,11.0,0.0
2612,14.0,88.0
2613,4.0,0.0
2614,18.0,0.0
2615,19.0,0.0
2616,0.0,0.0
